Damage Type,Start Frame,End Frame,Point in Frame,X Coordinates,Y Coordinates,Point Label
BABAA,3900,4395,4245,382,46,1
,,,4245,481,186,0
,,,4245,224,128,0
,,,4245,392,128,1
,,,4245,409,100,1
,,,4245,364,0,1
,,,4245,483,56,0
,,,4245,252,46,0
,,,4245,349,186,0
,,,4245,433,178,0
,,,4245,357,297,0
,,,4245,333,270,0
,,,4245,387,269,0
,,,4245,387,280,0
,,,4245,384,304,0
,,,4245,354,312,0
,,,4245,328,325,0
,,,4245,291,346,0
,,,4245,275,431,0
,,,4245,427,482,0
,,,4245,564,498,0
,,,4245,585,257,0
,,,4245,54,436,0
,,,4245,125,247,0
,,,4275,379,183,1
,,,4275,352,109,1
,,,4275,260,287,1
,,,4275,298,328,1
,,,4275,324,366,1
,,,4275,324,403,1
,,,4275,397,275,0
,,,4275,245,152,0
,,,4275,666,64,0
,,,4275,305,34,1
,,,4275,371,155,1
,,,4305,521,157,0
,,,4305,437,119,0
,,,4305,354,145,0
,,,4305,319,206,0
,,,4305,415,285,0
,,,4305,486,348,0
,,,4305,511,417,0
,,,4305,511,188,0
,,,4305,442,158,0
,,,4305,371,109,0
,,,4305,267,135,0
,,,4305,537,158,0
,,,4305,620,130,0
,,,4305,665,150,0
,,,4305,676,234,0
,,,4305,577,351,0
,,,4305,523,416,0
,,,4305,225,406,1
,,,4305,300,517,1
